Year	Day	HourMin	Wind Spd	Wind Dir	Air_1	Air_2	Air P	Rad	Snow D_m	Wind Speed Max	Wind Dir Max	Dew	RH
2004	138	1100	0	0	2.158	2.064	1022	276.2	0.019	0	64.51	-1.572	73
2004	138	1200	0	0	1.434	1.179	1022	459.9	0.022	0	64.51	-0.338	88.5
2004	138	1300	0	0	2.25	1.572	1022	451.3	0.019	0	64.51	0.418	92.6
2004	138	1400	0	0	2.864	3.374	1022	535	0.016	0	64.51	0.916	85
2004	138	1500	0	0	2.523	2.326	1022	218.4	0.022	0	64.51	0.773	87.7
2004	138	1600	0	0	3.107	3.014	1022	216.7	0.025	0	64.51	0.474	83.5
2004	138	1700	0	0	2.716	2.456	1022	102.4	0.019	0	64.51	0.223	84.5
2004	138	1800	0	0	0.879	0.786	1022	8.38	0.026	0	64.51	-0.43	91.2
2004	138	1900	0	0	0.856	0.688	1023	0.922	0.027	0	64.51	-0.853	87.9
2004	138	2000	0	0	1.361	1.147	1023	1.003	0.025	0	64.51	-1.816	83.5
2004	138	2100	0	0	1.531	1.245	1023	1.012	0.023	0	64.51	-2.254	77.7
2004	138	2200	0	0	0.699	0.59	1024	1.012	0.028	0	64.51	-1.244	83
2004	138	2300	0	0	1.166	1.048	1024	1.012	0.026	0	64.51	-1.414	84.6
2004	139	0	0	0	0.965	0.884	1024	1.012	0.023	0	64.51	-0.753	88.5
2004	139	100	0	0	0.669	0.721	1024	1.013	0.024	0	64.51	-0.251	93.5
2004	139	200	0	0	0.363	0.524	1024	1.012	0.026	0	64.51	-0.4	94.2
2004	139	300	0	0	0.983	0.786	1024	1.012	0.022	0	64.51	-0.38	92.5
2004	139	400	0	0	0.688	0.557	1024	1.012	0.023	0	64.51	-0.032	94.4
2004	139	500	0	0	1.28	1.081	1024	1.012	0.022	0	64.51	0.138	93.1
2004	139	600	0	0	0.621	0.393	1025	1.013	0.023	0	64.51	0.173	98.3
2004	139	700	0	0	0.554	0.295	1025	1.013	0.021	0	64.51	-0.05	97.2
2004	139	800	0	0	0.802	0.459	1025	1.397	0.022	0	64.51	-0.449	94
2004	139	900	0	0	0.688	0.655	1025	10.39	0.023	0	64.51	-0.331	93.7
2004	139	1000	0	0	0.879	0.852	1025	35.9	0.023	0	64.51	0.029	92.6
2004	139	1100	0	0	1.538	1.638	1026	133.3	0.021	0	64.51	-0.054	88.7
2004	139	1200	0	0	1.644	1.572	1025	123.5	0.022	0	64.51	0.216	90.2
2004	139	1300	0	0	2.764	2.752	1025	270.3	0.018	0	64.51	0.873	88.4
2004	139	1400	0	0	3.13	3.341	1025	460.7	0.023	0	64.51	0.873	87.8
2004	139	1500	0	0	3.526	3.735	1025	456.6	0.014	0	64.51	1.135	83
2004	139	1600	0	0	3.127	3.079	1025	230.4	0.021	0	64.51	1.2	90.9
2004	139	1700	0	0	2.037	1.933	1025	188.1	0.025	0	64.51	1.085	93.6
2004	139	1800	0	0	0.947	0.819	1025	11.13	0.024	0	64.51	0.707	99.4
2004	139	1900	0	0	0.601	0.36	1025	0.787	0.026	0	64.51	0.354	99.9
2004	139	2000	0	0	-0.146	-0.426	1025	0.877	0.025	0	64.51	-0.262	100
2004	139	2100	0	0	0.178	-0.066	1025	0.932	0.025	0	64.51	-0.065	100
2004	139	2200	0	0	-0.32	-0.655	1025	0.988	0.026	0	64.51	-0.557	100
2004	139	2300	0	0	-0.292	-0.59	1025	0.993	0.024	0	64.51	-0.459	100
2004	140	0	0	0	-0.455	-0.819	1024	1.009	0.025	0	64.51	-0.819	100
2004	140	100	0	0	-0.953	-0.983	1024	1.011	0.025	0	64.51	-0.885	100
2004	140	200	0	0	-1.077	-1.31	1024	1.012	0.025	0	64.51	-1.278	100
2004	140	300	0	0	-1.737	-1.9	1024	1.012	0.027	0	64.51	-1.835	100
2004	140	400	0	0	-2.121	-2.392	1023	1.012	0.026	0	64.51	-2.393	100
2004	140	500	0	0	-2.121	-2.457	1023	1.012	0.027	0	64.51	-2.5	99.9
2004	140	600	0	0	-2.026	-2.359	1023	1.013	0.025	0	64.51	-2.475	99.3
2004	140	700	0	0	-2.132	-2.359	1022	1.013	0.025	0	64.51	-2.425	100
2004	140	800	0	0	-2.228	-2.457	1022	1.334	0.024	0	64.51	-2.819	96.4
2004	140	900	0	0	-1.961	-2.162	1022	17.11	0.024	0	64.51	-2.604	96.9
2004	140	1000	0	0	-1.635	-1.802	1022	48.96	0.025	0	64.51	-2.076	97.6
2004	140	1100	0	0	-0.957	-0.885	1022	242	0.024	0	64.51	-1.495	96.8
2004	140	1200	0	0	-0.325	-0.229	1022	367.1	0.026	0	64.51	-1.434	93.7
2004	140	1300	0	0	-0.008	-0.164	1021	501.7	0.024	0	64.51	-0.951	93.5
2004	140	1400	0	0	0.223	0	1020	498.9	0.026	0	64.51	-1.364	89.3
2004	140	1500	0	0	0.339	0.491	1020	299.9	0.03	0	64.51	-1.368	89.2
2004	140	1600	0	0	1.123	1.31	1020	321.3	0.02	0	64.51	-0.341	90.3
2004	140	1700	0	0	-0.613	-0.983	1020	104	0.025	0	64.51	-1.417	97.6
2004	140	1800	0	0	-1.036	-1.343	1020	3.966	0.026	0	64.51	-2.54	91.2
2004	140	1900	0	0	-1.18	-1.474	1019	0.986	0.027	0	64.51	-2.4	90.6
2004	140	2000	0	0	-1.096	-1.376	1019	1.012	0.025	0	64.51	-2.608	90.7
2004	140	2100	0	0	-1.26	-1.441	1018	1.012	0.027	0	64.51	-2.557	92
2004	140	2200	0	0	-1.328	-1.573	1018	1.012	0.026	0	64.51	-2.765	92.6
2004	140	2300	0	0	-1.166	-1.409	1018	1.013	0.025	0	64.51	-4.317	81.9
2004	141	0	0	0	-1.147	-1.409	1018	1.013	0.025	0	64.51	-4.028	81.8
2004	141	100	0	0	-0.727	-1.081	1017	1.012	0.026	0	64.51	-3.407	84
2004	141	200	0	0	-0.556	-0.917	1017	1.012	0.025	0	64.51	-2.959	86.1
2004	141	300	0	0	-0.354	-0.688	1016	1.012	0.024	0	64.51	-2.205	88.9
2004	141	400	0	0	-0.459	-0.721	1016	1.013	0.026	0	64.51	-2.459	88.4
2004	141	500	0	0	-0.641	-0.983	1015	1.013	0.025	0	64.51	-2.69	89.1
2004	141	600	0	0	-0.478	-0.917	1015	1.013	0.024	0	64.51	-1.565	94.3
2004	141	700	0	0	-0.592	-0.95	1015	1.013	0.025	0	64.51	-1.038	99.2
2004	141	800	0	0	-0.258	-0.688	1014	1.086	0.023	0	64.51	-0.688	100
2004	141	900	0	0	-0.095	-0.491	1015	6.073	0.023	0	64.51	-0.426	100
2004	141	1000	0	0	-0.171	-0.59	1015	21.25	0.023	0	64.51	-0.491	100
2004	141	1100	0	0	-0.085	-0.459	1015	59.51	0.026	0	64.51	-0.426	100
2004	141	1200	0	0	-0.094	-0.459	1014	45.78	0.02	0	64.51	-0.459	100
2004	141	1300	0	0	-0.352	-0.622	1013	53.15	0.017	0	64.51	-0.557	100
2004	141	1400	0	0	-0.141	-0.426	1013	51.78	0.027	0	64.51	-0.491	100
2004	141	1500	0	0	-0.065	-0.393	1012	43.5	0.031	0	64.51	-0.327	100
2004	141	1600	0	0	0.947	0.524	1012	21.97	0.038	0	64.51	0.558	100
2004	141	1700	0	0	1.033	0.786	1012	9.45	0.014	0	64.51	0.722	100
2004	141	1800	0	0	1.034	0.655	1012	1.474	0.027	0	64.51	0.59	100
2004	141	1900	0	0	1.636	1.278	1012	1.003	0.015	0	64.51	1.344	100
2004	141	2000	0	0	1.732	1.343	1012	0.972	0.02	0	64.51	1.476	100
2004	141	2100	0	0	1.923	1.605	1011	0.937	0.008	0	64.51	1.672	100
2004	141	2200	0	0	1.952	1.703	1011	0.893	0.017	0	64.51	1.574	100
2004	141	2300	0	0	2.125	1.736	1011	0.875	0.007	0	64.51	1.803	100
2004	142	0	0	0	2.403	1.966	1010	0.822	-0.002	0	64.51	1.902	100
2004	142	100	0	0	2.289	1.966	1009	0.77	-0.008	0	64.51	1.902	100
2004	142	200	0	0	2.271	1.867	1009	0.774	-0.002	0	64.51	1.869	100
2004	142	300	0	0	2.09	1.671	1008	0.726	-0.022	0	64.51	1.705	100
2004	142	400	0	0	2.385	2.129	1008	0.777	-0.016	0	64.51	2	100
2004	142	500	0	0	2.031	1.671	1007	0.782	-0.027	0	64.51	1.672	100
2004	142	600	0	0	1.287	0.95	1007	0.804	-0.028	0	64.51	1.049	100
2004	142	700	0	0	0.571	0.229	1006	0.789	-0.031	0	64.51	0.263	100
2004	142	800	0	0	-0.31	-0.557	1006	0.942	-0.022	0	64.51	-0.557	100
2004	142	900	0	0	-0.807	-0.95	1006	14.18	-0.026	0	64.51	-0.983	100
2004	142	1000	0	0	-1.477	-1.835	1006	56.44	-0.019	0	64.51	-1.835	100
2004	142	1100	0	0	-1.909	-2.228	1005	102.7	-0.01	0	64.51	-2.229	100
2004	142	1200	0	0	-2.14	-2.457	1005	69.5	-0.102	0	64.51	-2.425	100
2004	142	1300	0	0	-2.342	-2.686	1005	120.9	-0.011	0	64.51	-2.706	99.7
2004	142	1400	0	0	-2.601	-2.785	1005	80.2	0.021	0	64.51	-2.92	99.6
2004	142	1500	0	0	-2.428	-2.785	1005	67.47	0.039	0	64.51	-2.784	99.6
2004	142	1600	0	0	-2.525	-2.85	1004	47.12	-0.02	0	64.51	-2.817	99.5
2004	142	1700	0	0	-2.275	-2.523	1004	28.66	0.024	0	64.51	-2.688	99.7
2004	142	1800	0	0	-2.439	-2.621	1005	11.27	0.056	0	64.51	-2.743	99.6
2004	142	1900	0	0	-2.737	-2.948	1005	1.013	0.07	0	64.51	-3.141	99.3
2004	142	2000	0	0	-2.392	-2.686	1005	1.012	0.068	0	64.51	-2.707	99.2
2004	142	2100	0	0	-1.923	-2.424	1006	1.012	0.063	0	64.51	-2.743	98.4
2004	142	2200	0	0	-1.397	-1.835	1006	1.012	0.075	0	64.51	-2.24	97.3
2004	142	2300	0	0	-1.311	-1.507	1006	1.012	0.102	0	64.51	-2.588	92.4
2004	143	0	0	0	-1.971	-2.228	1007	1.012	0.103	0	64.51	-2.892	94.9
2004	143	100	0	0	-2.057	-2.392	1007	1.012	0.019	0	64.51	-2.482	99.7
2004	143	200	0	0	-1.923	-2.26	1008	1.012	-0.013	0	64.51	-2.24	99.9
2004	143	300	0	0	-1.847	-2.195	1008	1.012	0.048	0	64.51	-2.196	100
2004	143	400	0	0	-1.808	-2.228	1009	1.012	0.057	0	64.51	-2.13	100
2004	143	500	0	0	-1.77	-2.129	1010	1.012	-0.002	0	64.51	-2.065	100
2004	143	600	0	0	-1.798	-2.162	1010	1.012	0.044	0	64.51	-2.235	100
2004	143	700	0	0	-1.798	-2.097	1011	1.012	-0.046	0	64.51	-2.104	100
2004	143	800	0	0	-1.597	-1.867	1012	1.154	-0.008	0	64.51	-1.864	99.9
2004	143	900	0	0	-1.1	-1.474	1012	14.5	0.003	0	64.51	-1.525	99.4
2004	143	1000	0	0	-0.536	-0.819	1014	52.86	0.017	0	64.51	-0.998	98.9
2004	143	1100	0	0	-0.421	-0.622	1014	108.9	0.017	0	64.51	-0.838	98.9
2004	143	1200	0	0	0.019	-0.295	1015	192	0.022	0	64.39	-0.509	98.4
2004	143	1300	0	0	0.412	0.328	1016	382.2	0.027	0	64.51	-0.246	95.8
2004	143	1400	0	0	0.594	0.688	1016	556.4	0.023	0	64.63	-0.255	90.8
2004	143	1500	0	0	0.605	0.655	1016	533.1	0.025	0	64.63	-0.086	94
2004	143	1600	0	0	1.169	1.081	1018	359.7	0.024	0	64.75	-0.193	89.9
2004	143	1700	0	0	4.397	4.16	1018	169.7	0.011	0	64.63	-1.121	70.6
2004	143	1800	0	0	4.418	3.735	1018	17.52	0.02	0	64.75	-1.117	68.06
2004	143	1900	0	0	3.766	3.243	1019	0.728	0.021	0	64.75	-1.073	69.3
2004	143	2000	0	0	3.199	2.654	1020	0.675	0.024	0	64.75	-1.126	79
2004	143	2100	0	0	3.508	3.014	1020	0.696	0.028	0	64.75	-1.702	75.9
2004	143	2200	0	0	3.755	3.145	1021	0.772	0.022	0	64.75	-1.339	72.6
2004	143	2300	0	0	4.918	4.455	1021	0.754	0.022	0	64.75	-2.497	60.16
2004	144	0	0	0	4.918	4.816	1022	0.74	0.026	0	64.75	-2.888	56.74
2004	144	100	0	0	4.956	5.307	1022	0.744	0.024	0	64.75	-3.128	54.88
2004	144	200	0	0	5.149	5.242	1022	0.754	0.021	0	64.75	-2.845	55.44
2004	144	300	0	0	5.247	4.979	1023	0.778	0.023	0	64.75	-4.33	51.83
2004	144	400	0	0	5.199	4.914	1022	0.752	0.017	0	64.75	-4.37	50.64
2004	144	500	0	0	5.034	4.783	1022	0.755	0.019	0	64.75	-4.373	51.03
2004	144	600	0	0	5.024	4.685	1022	0.802	0.019	0	64.75	-3.782	54.27
2004	144	700	0	0	4.986	4.619	1022	0.673	0.019	0	64.75	-3.602	55.2
2004	144	800	0	0	5.267	4.947	1023	0.896	0.018	0	64.75	-3.073	56.69
2004	144	900	0	0	4.593	4.357	1023	8.83	0.022	0	64.75	-1.884	63.01
2004	144	1000	0	0	4.923	4.521	1023	16.46	0.023	0	64.75	-1.584	65.42
2004	144	1100	0	0	5.483	5.373	1023	243.2	0.021	0	64.75	-1.791	60.01
2004	144	1200	0	0	6.427	6.221	1023	430.9	0.021	0	64.75	-2.929	53.07
2004	144	1300	0	0	6.692	6.542	1023	475.6	0.022	0	64.74	-3.834	49.56
2004	144	1400	0	0	6.985	7.55	1022	462.6	0.019	0	64.73	-3.14	45.95
2004	144	1500	0	0	7.33	8.37	1022	402	0.02	0	64.73	-4.184	41.2
2004	144	1600	0	0	7.38	7.26	1022	292.2	0.019	0	64.73	-9.94	27.32
2004	144	1700	0	0	7.34	7.13	1022	148.7	0.022	0	64.73	-12.79	21.83
2004	144	1800	0	0	6.888	6.41	1022	14.89	0.021	0	64.73	-9.85	31.02
2004	144	1900	0	0	6.702	6.281	1022	0.545	0.022	0	64.73	-12.49	26.83
2004	144	2000	0	0	6.875	6.413	1022	0.545	0.02	0	64.73	-19.53	14.3
2004	144	2100	0	0	6.486	6.02	1022	0.562	0.02	0	64.74	-11.46	26.37
2004	144	2200	0	0	6.167	5.66	1022	0.561	0.023	0	64.74	-10.03	31.53
2004	144	2300	0	0	5.441	5.07	1021	0.55	0.017	0	64.74	-8.17	36.19
2004	145	0	0	0	5.606	5.138	1021	0.518	0.024	0	64.74	-8.43	37.88
2004	145	100	0	0	4.591	4.287	1020	0.516	0.021	0	64.74	-7.59	40.86
2004	145	200	0	0	4.147	3.897	1019	0.527	0.021	0	64.74	-7.16	44.4
2004	145	300	0	0	2.986	2.752	1019	0.553	0.022	0	64.74	-6.139	51.37
2004	145	400	0	0	1.195	0.917	1018	0.584	0.022	0	64.75	-2.544	76.5
2004	145	500	0	0	-1.185	-1.441	1017	0.666	0.024	0	64.75	-2.391	93.5
2004	145	600	0	0	-3.211	-3.571	1017	0.834	0.019	0	64.75	-5.836	84.2
2004	145	700	0	0	-4.178	-4.619	1017	1	0.023	0	64.63	-6.329	86.7
2004	145	800	0	0	-4.529	-4.881	1017	1.1	0.025	0	64.51	-6.326	89.2
2004	145	900	0	0	-4.822	-5.176	1017	8.13	0.025	0	64.51	-6.299	91.2
2004	145	1000	0	0	-4.348	-4.717	1017	41.12	0.026	0	64.28	-6.21	90.1
2004	145	1100	0	0	-4.814	-5.011	1017	77.4	0.021	0	64.28	-5.786	94.5
2004	145	1200	0.013	0.59	-4.204	-4.583	1016	110.1	0.023	3.141	0.59	-5.366	93.9
2004	145	1300	0.068	0.438	-2.654	-3.078	1018	187.1	0.023	5.964	0.354	-5.094	88.5
2004	145	1400	0	0	-2.011	-2.096	1018	321.3	0.024	0	0.236	-4.642	81.8
2004	145	1500	0	0	-1.617	-1.835	1019	325	0.024	0	0.354	-4.393	83.5
2004	145	1600	0	0	-0.957	-1.147	1019	326.9	0.024	0	0.354	-4.662	78.7
2004	145	1700	0	0	-1.749	-1.867	1019	220.3	0.025	0	0.354	-4.509	80.5
2004	145	1800	0	0	-2.247	-2.523	1020	26.54	0.026	0	0.354	-4.549	84.8
2004	145	1900	0	0	-2.056	-2.293	1020	1.01	0.023	0	0.354	-4.515	84.4
2004	145	2000	0	0	-1.396	-1.605	1021	1.012	0.027	0	0.354	-3.939	81.9
2004	145	2100	0	0	-2.038	-2.195	1022	1.012	0.026	0	0.354	-3.497	90.5
2004	145	2200	0	0	-1.636	-1.9	1022	1.012	0.024	0	0.354	-3.277	89.6
2004	145	2300	0	0	-0.241	-0.59	1021	1.012	0.023	0	0.354	-3.592	80.5
2004	146	0	0	0	1.278	0.917	1022	1.012	0.02	0	0.354	-5.099	63.7
2004	146	100	0	0	0.381	0.459	1023	1.01	0.023	0	0.354	-3.913	59.19
2004	146	200	0	0	2.264	2.097	1023	1.012	0.024	0	0.354	-6.926	49.82
2004	146	300	0	0	3.346	3.178	1023	1.012	0.023	0	0.354	-7.47	45.73
2004	146	400	0	0	2.925	2.785	1023	1.01	0.024	0	0.354	-7.51	46.37
2004	146	500	0	0	2.772	2.686	1023	1.01	0.023	0	0.354	-7.06	48.39
2004	146	600	0	0	2.514	2.49	1024	1.002	0.022	0	0.354	-7.21	48.49
2004	146	700	0	0	2.236	2.195	1024	1.008	0.022	0	0.354	-6.928	51.66
2004	146	800	0	0	1.615	1.507	1024	1.146	0.022	0	0.354	-6.468	55.27
2004	146	900	0	0	2.054	1.835	1024	8.34	0.022	0	0.354	-6.531	54.03
2004	146	1000	0	0	1.892	1.9	1025	16.49	0.024	0	0.354	-6.835	51.29
2004	146	1100	0	0	2.265	1.9	1025	231.4	0.021	0	0.354	-4.466	62.02
2004	146	1200	0	0	1.913	1.867	1025	426.4	0.023	0	0.354	-3.348	68.48
2004	146	1300	0	0	2.221	1.933	1025	473.3	0.019	0	0.354	-2.95	69.91
2004	146	1400	0	0	1.679	1.54	1025	466.5	0.025	0	0.354	-3.545	68.86
2004	146	1500	0	0	2.264	2.031	1025	404.6	0.025	0	0.354	-2.831	71.3
2004	146	1600	0	0	2.361	2.097	1025	296	0.018	0	0.354	-3.317	67.17
2004	146	1700	0	0	1.825	1.376	1025	152.5	0.022	0	0.354	-3.411	71.3
2004	146	1800	0	0	0.782	0.393	1025	14.26	0.027	0	0.354	-4.403	69.27
2004	146	1900	0	0	0.703	0.426	1025	0.728	0.023	0	0.354	-5.311	65.64
2004	146	2000	0	0	0.71	0.426	1025	0.892	0.022	0	0.354	-5.828	62.76
2004	146	2100	0	0	0.68	0.393	1025	0.977	0.023	0	0.354	-5.966	62.38
2004	146	2200	0	0	0.595	0.295	1025	0.991	0.023	0	0.354	-6.497	60.65
2004	146	2300	0	0	0.307	0.098	1025	1.008	0.024	0	0.354	-6.383	61.65
2004	147	0	0	0	0.803	0.524	1025	1.007	0.021	0	0.354	-6.729	58.53
2004	147	100	0	0	0.631	0.328	1025	1.01	0.02	0	0.354	-6.615	59.62
2004	147	200	0	0	0.191	-0.066	1025	1.013	0.023	0	0.354	-6.075	63.97
2004	147	300	0	0	-0.678	-0.917	1025	1.013	0.023	0	0.354	-5.327	70.6
2004	147	400	0	0	-0.507	-0.917	1024	1.012	0.022	0	0.354	-5.548	70.7
2004	147	500	0	0	-0.421	-0.688	1024	1.013	0.019	0	0.354	-5.78	70.1
2004	147	600	0	0	-0.516	-0.885	1024	1.012	0.023	0	0.354	-6.133	68.26
2004	147	700	0	0	-0.87	-1.114	1024	1.013	0.023	0	0.354	-5.688	71.8
2004	147	800	0	0	-0.613	-0.917	1024	1.134	0.024	0	0.354	-5.862	69.71
2004	147	900	0	0	-0.326	-0.655	1024	9.15	0.021	0	0.354	-6.36	65.54
2004	147	1000	0	0	-0.211	-0.459	1024	17.3	0.022	0	0.354	-5.808	65.61
2004	147	1100	0	0	0.114	-0.066	1025	229.8	0.024	0	0.354	-5.354	68.95
2004	147	1200	0	0	0.22	0.524	1024	422.5	0.023	0	0.354	-4.492	68.27
2004	147	1300	0	0	0.556	0.164	1024	471	0.021	0	0.354	-4.331	72.1
2004	147	1400	0	0	0.778	0.721	1023	464.4	0.017	0	0.354	-3.491	74.1
2004	147	1500	0	0	0.825	1.048	1022	403.9	0.018	0	0.354	-3.762	70.3
2004	147	1600	0	0	1.561	1.671	1022	295.8	0.019	0	0.354	-3.185	71.9
2004	147	1700	0	0	0.567	0.753	1022	151.5	0.02	0	0.354	-2.878	75.2
2004	147	1800	0	0	-0.836	-1.147	1022	13.82	0.024	0	0.354	-3.324	85.7
2004	147	1900	0	0	-0.972	-1.179	1022	0.937	0.021	0	0.354	-3.72	83.1
2004	147	2000	0	0	-1.174	-1.441	1022	1.001	0.025	0	0.354	-4.435	81.2
2004	147	2100	0	0	-1.089	-1.376	1022	1.011	0.023	0	0.354	-4.968	74.2
2004	147	2200	0	0	-1.224	-1.572	1022	1.013	0.024	0	0.354	-5.147	75.9
2004	147	2300	0	0	-1.511	-1.769	1021	1.012	0.023	0	0.354	-5.162	77.6
2004	148	0	0	0	-0.9	-1.081	1021	1.012	0.023	0	0.354	-5.578	70.7
2004	148	100	0	0	-0.9	-1.114	1020	1.012	0.023	0	0.354	-5.325	71.7
2004	148	200	0	0	-1.177	-1.441	1020	1.012	0.022	0	0.354	-5.688	73.1
2004	148	300	0	0	-1.627	-1.835	1020	1.012	0.025	0	0.354	-4.915	77.9
2004	148	400	0	0	-1.637	-1.966	1019	1.012	0.023	0	0.354	-4.269	83.8
2004	148	500	0	0	-1.417	-1.671	1019	1.012	0.024	0	0.354	-4.784	75.8
2004	148	600	0	0	-1.303	-1.572	1018	1.012	0.023	0	0.354	-4.892	77.5
2004	148	700	0	0	-1.398	-1.671	1018	1.012	0.021	0	0.354	-4.833	79.7
2004	148	800	0	0	-1.246	-1.571	1018	1.215	0.023	0	0.354	-4.924	78.3
2004	148	900	0	0	-1.944	-2.228	1018	19.28	0.025	0	0.354	-4.658	82.5
2004	148	1000	0	0	-0.386	-0.622	1017	53.32	0.023	0	0.354	-6.598	65.03
2004	148	1000	0	0	-0.424	-0.688	1017	74.7	0.023	0	0.354	-6.494	64.68
2004	148	1100	0	0	-0.156	-0.131	1017	157.5	0.025	0	0.354	-6.031	64.77
2004	148	1200	0	0	0.399	0.786	1016	340.1	0.023	0	0.354	-6.603	57.08
2004	148	1300	0	0	0.965	0.852	1015	453.8	0.02	0	0.354	-4.852	63.78
2004	148	1400	0	0	1.512	1.54	1015	464	0.021	0	0.354	-3.479	67.89
2004	148	1500	0	0	1.858	1.638	1015	392.4	0.029	0	0.354	-2.997	69.75
2004	148	1600	0	0	0.902	0.557	1014	109.6	0.025	0	0.354	-1.517	86.2
2004	148	1700	0	0	1.142	0.819	1014	47.5	0.027	0	0.354	-1.687	83.1
2004	148	1800	0	0	1.135	0.786	1014	1.671	0.026	0	0.354	-0.837	88.9
2004	148	1900	0	0	1.265	0.983	1013	0.764	0.026	0	0.354	-0.249	90.9
2004	148	2000	0	0	1.417	1.114	1013	0.807	0.026	0	0.354	-0.171	89.8
2004	148	2100	0	0	1.284	0.95	1012	0.842	0.025	0	0.354	0.857	99.4
2004	148	2200	0	0	1.427	1.016	1012	0.841	0.026	0	0.354	1.082	100
2004	148	2300	0	0	1.388	1.016	1011	0.834	0.022	0	0.354	1.017	100
2004	149	0	0	0	1.465	1.048	1011	0.811	0.022	0	0.354	1.049	100
2004	149	100	0	0	1.543	1.147	1010	0.787	0.023	0	0.354	1.115	100
2004	149	200	0	0	1.762	1.376	1009	0.78	0.021	0	0.354	1.41	100
2004	149	300	0	0	1.399	1.048	1009	0.733	0.019	0	0.354	1.082	100
2004	149	400	0	0	1.134	0.819	1009	0.682	0.023	0	0.354	0.82	100
2004	149	500	0	0	1.456	1.048	1008	0.698	0.02	0	0.354	1.082	100
2004	149	600	0	0	1.209	0.885	1008	0.709	0.02	0	0.354	0.82	100
2004	149	700	0	0	0.646	0.262	1007	0.664	0.023	0	0.354	0.295	100
2004	149	800	0	0	0.597	0.229	1007	0.839	0.021	0	0.354	0.263	100
2004	149	900	0	0	0.347	0	1007	5.363	0.024	0	0.354	-0.032	100
2004	149	1000	0	0	0.605	0.262	1006	25.09	0.022	0	0.354	0.295	100
2004	149	1100	0	0	0.663	0.36	1006	45.31	0.023	0	0.354	0.328	100
2004	149	1200	0	0	0.74	0.393	1005	90.6	0.028	0	0.354	0.427	100
2004	149	1300	0	0	1.122	0.852	1004	115.7	0.026	0	0.354	0.853	100
2004	149	1400	0	0	0.846	0.59	1002	96.4	0.026	0	0.354	0.525	100
2004	149	1500	0	0	0.893	0.622	1001	31.92	0.025	0	0.354	0.689	100
2004	149	1600	0	0	1.238	0.852	1000	31.79	0.027	0	0.354	0.754	100
2004	149	1700	0	0	0.721	0.295	999	9.83	0.025	0	0.354	0.459	100
2004	149	1800	0	0	0.663	0.393	998	1.176	0.024	0	0.354	0.558	100
2004	149	1900	0	0	0.519	0.229	997	0.778	0.024	0	0.354	0.263	100
2004	149	2000	0	0	0.653	0.328	997	0.828	0.018	0	0.354	0.263	100
2004	149	2100	0	0	1.092	0.59	996	0.904	0.023	0	0.354	0.573	98.6
2004	149	2200	0	0	-0.093	-0.295	995	0.932	0.019	0	0.354	-0.481	98
2004	149	2300	0	0	-0.102	-0.393	995	0.898	0.008	0	0.354	-0.36	100
2004	150	0	0	0	-0.141	-0.491	994	0.93	0.015	0	0.354	-0.459	100
2004	150	100	0	0	-0.504	-0.786	993	0.955	0.001	0	0.354	-0.819	100
2004	150	200	0	0	-0.075	-0.459	991	0.942	0	0	0.354	-0.393	100
2004	150	300	0	0	0.049	-0.197	991	0.965	0.022	0	0.354	-0.196	100
2004	150	400	0	0	0.66	0.295	990	0.958	0.022	0	0.354	0.295	100
2004	150	500	0	0	0.183	-0.164	990	0.968	0.011	0	0.354	-0.098	100
2004	150	600	0	0	-0.122	-0.491	990	0.933	0.018	0	0.354	-0.491	100
2004	150	700	0	0	0.622	0.131	990	0.932	0.026	0	0.354	0.033	100
2004	150	800	0	0	1.157	0.819	991	0.967	0.011	0	0.354	0.787	100
2004	150	900	0	0	0.394	-0.066	992	3.278	0.013	0	0.354	0	100
2004	150	1000	0	0	-0.084	-0.426	993	14	-0.035	0	0.354	-0.491	100
2004	150	1100	0	0	-0.227	-0.524	993	44.25	-0.072	0	0.354	-0.557	100
2004	150	1200	0	0	-0.151	-0.426	993	68.49	0.05	0	0.354	-0.491	100
2004	150	1300	0	0	-0.15	-0.426	993	70.4	0.058	0	0.236	-0.459	100
2004	150	1400	0	0	-0.294	-0.688	993	71.6	0.043	0	0.236	-0.655	100
2004	150	1500	0	0	-0.676	-0.983	994	71.3	-0.002	0	0.236	-1.081	100
2004	150	1600	0	0	-1.126	-1.441	994	44.08	0.124	0	0.118	-1.475	100
2004	150	1700	0	0	-1.537	-1.802	994	15.93	0.164	0	0.118	-1.704	100
2004	150	1800	0	0	-1.26	-1.736	994	4.027	0.162	0	0.118	-1.671	100
2004	150	1900	0	0	-1.155	-1.441	994	1.009	0.238	0	0.118	-1.344	100
2004	150	2000	0	0	-1.089	-1.376	995	1.01	0.206	0	0.118	-1.409	100
2004	150	2100	0	0	-1.127	-1.376	995	1.01	0.212	0	0.118	-1.376	100
2004	150	2200	0	0	-1.366	-1.507	995	1.008	0.16	0	0.118	-1.573	100
2004	150	2300	0	0	-1.624	-1.9	995	1.005	0.167	0	0.118	-1.901	100
2004	151	0	0	0	-1.711	-1.998	995	1.008	0.196	0	0.118	-2.039	99.9
2004	151	100	0	0	-1.74	-1.933	995	1.012	0.231	0	0.118	-2.039	99.9
2004	151	200	0	0	-1.788	-2.129	995	1.012	0.21	0	0.118	-2.225	99.8
