	Year	Day	Hour/min	Wind Spd	Wind Dir	Air	Rad	Snow Depth	Wind Max	Rain	WS_60Av	WD_60Av	Air 2	Air 60Av
112	2004	29	1800	10.52	326.4	12.79	139.2	0.278	31.64	0.438	11.22	335.5	9.82	9.52
112	2004	29	1900	11.84	314.3	12.8	105.6	0.279	33.87	0.688	12.35	332	9.7	9.37
112	2004	29	2000	15.62	312.3	12.43	42.43	0.282	38.69	1.281	19.87	307.2	9.33	8.91
112	2004	29	2100	14.66	312.9	12.33	16.64	0.276	37.93	0.531	13.57	310.3	9.23	8.8
112	2004	29	2200	8.66	304.6	12.14	0.717	0.28	28.7	0.281	6.795	302.6	9.14	8.73
112	2004	29	2300	6.535	326.4	11.92	0.026	0.28	22.82	0.188	6.209	330.8	9.23	8.82
112	2004	30	0	15.84	318.2	11.63	0.019	0.28	40.57	0.938	16.34	308.1	9.53	9.18
112	2004	30	100	14.5	313.8	11.47	0.01	0.281	36.81	1.844	17.32	307.3	9.23	8.89
112	2004	30	200	13.15	304.4	11.5	0.007	0.283	33.58	2.969	11.53	313.6	9.35	9.08
112	2004	30	300	13.59	321.4	11.36	0.007	0.273	36.05	1.844	14.69	304.9	9.47	9.14
112	2004	30	400	14.82	314.9	11.31	0.006	0.277	37.57	1.406	15.13	313.7	9.25	9.06
112	2004	30	500	14.77	309.2	11.18	0.007	0.279	36.87	1.625	18.82	296.9	9.52	9.37
112	2004	30	600	12.05	304.8	11.28	0.005	0.277	31.99	0.469	9.73	313.2	9.2	8.84
112	2004	30	700	13	320.1	11.15	0.841	0.278	36.93	1.219	15.01	319.7	9.3	8.93
112	2004	30	800	16.25	308.3	11.21	19.05	0.276	36.75	0.625	15.02	316.2	9.19	8.92
112	2004	30	900	8.84	322	11.29	54.51	0.281	30.75	1.094	7.93	320.1	9.13	8.73
112	2004	30	1000	10.92	321.9	11.39	127.6	0.282	31.46	0.969	14.4	313.8	9.46	9.14
112	2004	30	1100	10.57	323.1	11.61	282.3	0.279	31.28	0.594	10.33	306	10.13	9.67
112	2004	30	1200	8.96	316.4	12.02	284.3	0.288	32.16	0.938	8.71	302.5	9.85	9.53
112	2004	30	1300	11.7	331	12.85	736	0.287	28.17	0.031	10.49	340.6	10.77	10.67
112	2004	30	1400	11.87	341.8	14.11	926	0.277	20.35	0	11.19	329.8	11.58	11.43
112	2004	30	1500	11.3	346.5	15.49	943	0.26	18.64	0	10.14	342.2	12.67	12.67
112	2004	30	1600	11.87	327.7	16.58	674.8	0.283	20.29	0	13.58	326.8	12.31	12.28
112	2004	30	1700	11.66	326	17.04	451.8	0.283	19.58	0	11.15	318.6	11.12	11.01
112	2004	30	1800	12.59	304.6	16.65	207	0.278	24.7	0	9.86	298.3	11.15	10.68
112	2004	30	1900	11.74	304.5	15.99	106.3	0.278	27.75	0	11.66	276.5	10.94	10.5
112	2004	30	2000	10.06	330.8	15.43	100.1	0.281	18.46	0	9.05	357.2	10.38	10
112	2004	30	2100	8.77	320.6	14.84	37.7	0.282	28.11	0.438	6.737	340.7	10.1	9.61
112	2004	30	2200	5.398	340.4	14.25	2.139	0.282	19.7	0.063	2.525	315	9.85	9.33
112	2004	30	2300	4.792	185	13.65	0.074	0.275	21.17	0.063	4.494	178.8	9.68	9.25
112	2004	31	0	4.409	165.6	13.2	0.056	0.275	21.17	0.25	4.281	175.3	9.7	9.31
112	2004	31	100	4.701	290.7	12.75	0.048	0.282	20.52	0.094	5.8	303.5	8.83	8.35
112	2004	31	200	7.29	322.4	12.3	0.034	0.282	13.64	0	3.565	31.78	8.55	8.13
112	2004	31	300	5.06	333.5	11.93	0.022	0.276	24.81	0.188	7.11	7.74	9.41	8.95
112	2004	31	400	3.749	27.95	11.74	0.014	0.278	25.81	0.313	3.215	200.1	8.67	8.2
112	2004	31	500	4.306	197.5	11.56	0.015	0.278	21.17	0.125	6.359	197.2	8.71	8.27
112	2004	31	600	5.294	158.2	11.37	0.019	0.275	22.23	0.188	6.085	153.6	8.33	7.91
112	2004	31	700	3.915	182.6	11.14	3.346	0.292	9.11	0	3.692	311.8	8.28	7.73
112	2004	31	800	4.346	228.9	11.04	65.75	0.278	18.88	0.031	2.632	96.5	8.91	8.56
112	2004	31	900	4.73	121.5	11.37	294.4	0.274	13.82	0	3.988	314.3	9.7	9.79
112	2004	31	1000	5.057	103.5	12.36	479	0.272	12.94	0	4.909	262.4	10.75	10.66
112	2004	31	1100	5.046	172.5	13.64	518.6	0.273	13.82	0	4.987	119	11.03	11
112	2004	31	1200	7.94	355.8	14.76	450.8	0.277	16.17	0	8.31	356.2	10.77	10.61
112	2004	31	1300	9.62	355.1	15.66	589.9	0.274	18.46	0	8.62	347.9	11.48	11.48
112	2004	31	1400	8.79	346.1	16.28	380.5	0.271	16.52	0	6.294	343.1	11.14	11.05
112	2004	31	1500	9.12	8.86	16.41	271.2	0.283	17.17	0	10.57	8.34	10.96	10.71
112	2004	31	1600	8.4	347.3	16.28	247.9	0.277	15.99	0	7.87	352.4	11.36	10.92
112	2004	31	1700	7.93	346	16.03	238.1	0.278	19.46	0	10.16	2.572	11.36	11.04
112	2004	31	1800	7.08	347.4	15.71	110.5	0.281	18.82	0	7.4	328.4	11.08	10.7
112	2004	31	1900	6.252	46.74	15.21	53.5	0.281	19.05	0	6.538	339.7	10.56	10.17
112	2004	31	2000	5.215	13.3	14.71	37.87	0.284	17.46	0.031	3.783	287.8	10.23	9.81
112	2004	31	2100	4.555	311	14.22	26.18	0.278	18.23	0.031	3.893	322.9	10.23	9.79
112	2004	31	2200	5.748	122.2	13.71	5.177	0.282	22.29	0.063	6.485	115.8	9.65	9.29
112	2004	31	2300	4.067	157.4	13.29	0.058	0.28	18.64	0.031	2.9	139.9	9.98	9.5
112	2004	32	0	4.923	146	12.89	0.042	0.279	19.93	0.094	5.299	183.5	9.47	8.98
112	2004	32	100	4.238	154.8	12.6	0.027	0.281	21.35	0.219	4.63	322.6	9.36	8.86
112	2004	32	200	6.547	157.5	12.36	0.021	0.289	29.58	0.656	7.78	218.2	9.21	8.79
112	2004	32	300	7.22	189.1	12.17	0.022	0.286	25.58	0.156	7.02	13.59	9.48	8.98
112	2004	32	400	8.35	249.7	12.05	0.013	0.282	23.81	0.094	8.03	239	9.91	9.48
112	2004	32	500	9.09	244.2	11.95	0.01	0.278	27.93	0.063	8	179.7	9.58	9.3
112	2004	32	600	12.56	196.6	11.82	0.017	0.282	38.99	2.5	11.51	265.1	9.69	9.32
112	2004	32	700	10.94	164.1	11.68	0.319	0.276	32.93	2.406	14.62	138.3	9.61	9.38
112	2004	32	800	19.93	142.9	11.57	9.26	0.277	46.45	1.563	23.05	137.8	9.18	8.68
112	2004	32	900	26.82	118.4	11.48	35.89	0.27	59.51	1.344	30.16	122.8	8.78	8.37
112	2004	32	1000	24.43	114.7	11.46	89.3	0.28	50.04	1.5	25.73	117.8	9.09	8.62
112	2004	32	1100	23.35	119.1	11.48	88.7	0.275	52.33	1.469	23.16	125.2	9.09	8.64
112	2004	32	1200	22.88	123	11.55	132.2	0.274	47.16	1.563	24.45	120.1	9.09	8.73
112	2004	32	1300	24.29	115.8	11.65	177.5	0.277	54.21	1.719	23.36	113.1	9.35	8.93
112	2004	32	1400	20.93	130.1	11.75	148.5	0.279	46.16	2.406	19.02	136	9.51	9.13
112	2004	32	1500	14.67	159.9	11.88	178.4	0.286	44.16	1.719	10.59	285.2	10.19	9.92
112	2004	32	1600	16.78	327.3	12.12	143	0.277	39.63	4.219	16.88	314.9	11	10.54
112	2004	32	1700	23.05	310.6	12.44	125.1	0.272	51.8	4.875	25.08	316	11.25	10.92
112	2004	32	1800	18.71	334.2	12.64	96.8	0.277	56.98	4.719	22.69	340.3	10.94	10.72
112	2004	32	1900	23	328.7	12.79	58.55	0.272	60.27	4.281	18.94	352.4	10.71	10.46
112	2004	32	2000	17.7	340.1	12.77	33.46	0.278	48.51	2.031	19.33	8.95	10.49	10.18
112	2004	32	2100	15.82	13.09	12.63	9.8	0.281	42.81	1.906	15.27	335.1	9.98	9.65
112	2004	32	2200	18.14	326.8	12.35	0.684	0.279	47.75	0.406	13.5	339	9.5	9.24
112	2004	32	2300	18.7	310.3	11.88	0.01	0.281	30.4	0	21.42	306.8	9.19	9.06
112	2004	33	0	21.73	304.3	11.53	0.008	0.278	33.81	0	22.14	310.1	9.28	8.95
112	2004	33	100	21.44	315	11.29	0.009	0.277	33.99	0	26.76	318	9.95	9.53
112	2004	33	200	27.72	313	11.24	0.013	0.278	38.93	0	23.13	311	10.01	9.62
112	2004	33	300	18.19	305.7	11.21	0.002	0.278	26.46	0	16.6	306.9	9.93	9.71
112	2004	33	400	20.99	302.6	11.23	0.007	0.274	32.22	0	23.6	307.5	10.43	10.15
112	2004	33	500	23.1	310.2	11.26	0.004	0.276	32.52	0	23.3	310.3	10.51	10.26
112	2004	33	600	14.36	307.6	11.36	0.002	0.279	28.22	0	15.56	300.1	10.58	10.36
112	2004	33	700	17.46	303.2	11.36	1.61	0.278	25.76	0	17.83	305.9	10.76	10.61
112	2004	33	800	21.39	304	11.46	41.5	0.272	33.28	0	20.21	304.1	11.12	10.9
112	2004	33	900	13.58	310.1	11.79	193.1	0.277	26.17	0	8.89	315.7	11.08	10.81
112	2004	33	1000	6.775	8.46	12.8	529	0.277	13.41	0	7.51	36.59	11.75	11.6
112	2004	33	1100	7.47	28.64	14.19	560.1	0.275	15.47	0	8.57	29	12	11.99
112	2004	33	1200	8.5	30.95	15.5	724	0.271	18.93	0	9.9	8.27	12.94	12.84
112	2004	33	1300	10.38	18.81	16.69	862	0.286	18.35	0	10.52	10.72	14.04	13.49
112	2004	33	1400	9.39	6.939	17.39	567.4	0.286	18.52	0	11.28	19.5	13	12.8
112	2004	33	1500	12.22	358.4	18.03	880	0.294	22.87	0	14.8	348.1	13.58	13.27
112	2004	33	1600	14.95	337	18.5	790	0.29	23.05	0	15.45	352.2	13.03	13.25
112	2004	33	1700	14.65	339.2	18.7	784	0.29	35.57	0.094	17.21	334.7	12.89	12.88
112	2004	33	1800	19.57	331.7	18.18	329.8	0.281	32.4	0	15.13	317.2	11.28	11.22
112	2004	33	1900	15.28	310.8	17.14	114.5	0.279	27.05	0	17.45	305.5	11.45	10.96
112	2004	33	2000	13.07	320.8	16.25	38.57	0.28	41.4	0.781	21.57	308	10.58	10.07
112	2004	33	2200	10.29	319.6	14.55	12.65	0.277	40.87	1.063	4.779	7.86	10.25	9.66
112	2004	33	2300	4.347	323.9	13.93	0.067	0.281	19.93	0.031	2.975	283.2	9.81	9.3
112	2004	34	0	3.701	286.5	13.42	0.046	0.279	19.35	0.063	3.232	187	9.56	9.13
112	2004	34	100	6.952	300.2	12.9	0.029	0.285	17.93	0.031	9.76	299.7	8.81	8.64
112	2004	34	200	10.91	311.8	12.52	0.033	0.281	28.4	0.031	5.564	335	9.06	8.75
112	2004	34	300	5.989	219.3	12.09	0.018	0.283	26.58	0.031	6.877	321	8.52	8.14
112	2004	34	400	14.51	302.4	11.49	0.014	0.276	27.58	0.031	17.82	308.7	9.54	9.31
112	2004	34	500	17.78	313.1	11.34	0.009	0.278	26.34	0	16.1	304.9	9.13	8.85
112	2004	34	600	11.46	305.3	11.36	0.005	0.28	23.29	0	6.83	285.7	9.27	8.85
112	2004	34	700	10.1	317.2	11.31	1.249	0.277	19.93	0	7.28	343	9.67	9.17
112	2004	34	800	9.24	328.2	11.24	11.4	0.28	28.46	1.094	5.958	38.07	8.77	8.34
112	2004	34	900	9.61	111.3	11.11	51.99	0.279	36.34	3.063	7.87	154.4	8.05	7.74
112	2004	34	1000	9.25	183	10.97	15.09	0.279	31.58	5.031	12.37	157.1	7.89	7.29
112	2004	34	1100	7.36	108.5	10.83	53.08	0.279	30.28	2.156	5.163	125	7.8	7.3
112	2004	34	1200	7.23	128.3	10.83	80.5	0.28	35.05	2.813	7.45	188.8	7.75	7.31
112	2004	34	1300	11.75	326.8	10.74	43.81	0.282	51.16	4.063	13.69	306.9	8.04	7.41
112	2004	34	1400	19.52	352.1	10.69	103.9	0.277	56.63	9.28	16.37	347.5	8.18	7.77
112	2004	34	1500	23.35	329	10.73	171.2	0.282	48.22	1.531	12.99	321.9	8.2	7.74
112	2004	34	1600	19.59	344.5	10.8	127.1	0.281	44.51	2.438	16.72	2.626	8.11	7.77
112	2004	34	1700	23.57	338.6	10.67	80.7	0.271	58.98	3.563	25.98	327.4	7.97	7.56
112	2004	34	1800	22.93	336.7	10.63	82.3	0.282	59.15	2.156	22.75	355.3	7.72	7.36
112	2004	34	1900	25.52	338.5	10.48	45.65	0.251	55.92	2.563	28.13	340.4	7.69	7.35
112	2004	34	2000	20.72	350.9	10.33	20.58	0.273	55.51	2.125	18.48	357.3	7.72	7.34
112	2004	34	2100	19.8	351.5	10.13	6.346	0.276	49.98	1.719	23.44	342.5	7.63	7.23
112	2004	34	2200	22.19	337.4	10	0.384	0.275	52.51	2.188	23.78	328.8	7.56	7.19
112	2004	34	2300	22.82	305.1	9.97	0.002	0.278	58.57	4.156	15.03	327.3	7.7	7.36
112	2004	35	0	12.3	5.68	10	0.003	0.279	45.28	2.188	9.74	202.9	7.43	7.08
112	2004	35	100	9.41	295.3	9.89	0	0.279	32.46	2.031	7.65	199.2	7.16	6.784
112	2004	35	200	14.65	5.968	9.6	0	0.271	48.92	0.375	27.07	2.28	6.853	6.45
112	2004	35	300	22.2	19.15	9.42	0.002	0.271	47.51	0.781	25.78	17.96	6.461	6.135
112	2004	35	400	22.21	18.07	9.27	0.002	0.271	44.63	0.125	24.82	25.76	6.298	5.834
112	2004	35	500	22.54	13.76	8.98	0.004	0.275	51.04	0.281	12.06	248.2	5.902	5.511
112	2004	35	600	13.65	354.1	8.76	0.001	0.278	43.1	0.094	10.82	316.9	5.399	5.046
112	2004	35	700	15.98	349.2	8.18	0.476	0.276	36.99	0	16.46	320.4	5.016	4.479
112	2004	35	800	13.9	327.7	8.08	42.23	0.281	23.76	0	14.26	323	4.336	3.973
112	2004	35	900	9.29	336.2	8	114	0.276	24.05	0.031	11.12	326.4	4.468	4.183
112	2004	35	1000	13.34	341.5	8.1	203.4	0.284	32.46	0	18.28	7.77	4.451	4.089
112	2004	35	1100	8.78	332.2	8.27	200.6	0.28	19.76	0	10.77	350.4	4.696	4.347
112	2004	35	1200	16.18	353.7	8.74	476	0.286	30.34	0	19.86	351.1	5.376	4.464
112	2004	35	1300	18.94	352	9.34	601.5	0.292	38.16	0	14.48	347.6	5.975	5.265
112	2004	35	1400	16.63	341.6	9.84	521.1	0.279	32.75	0	17.46	316.1	5.453	5.812
112	2004	35	1500	13.24	350.5	10.42	428.8	0.276	27.75	0	10.06	17.82	5.791	6.11
112	2004	35	1600	13.15	332.1	10.86	499	0.279	26.17	0	10.21	299.7	6.907	6.716
112	2004	35	1700	10.12	327.3	11.3	377.8	0.278	23.46	0	9.27	9.17	7.12	6.972
112	2004	35	1800	8.11	358.2	11.64	339.2	0.279	15.41	0	8.89	16.83	7.76	7.62
112	2004	35	1900	6.487	33.99	12.05	258.1	0.281	17.41	0	5.644	33.11	7.76	7.48
112	2004	35	2000	7.16	161.3	11.97	69.99	0.277	21.99	0	6.843	195.2	6.923	6.588
112	2004	35	2100	10.16	179.2	11.08	15.28	0.276	26.05	0	7.55	191.2	6.36	5.875
112	2004	35	2200	6.4	151.7	10.09	2.52	0.281	20.52	0	8.8	79	5.895	5.354
112	2004	35	2300	8.51	113.9	9.3	0.003	0.274	28.99	0	10.08	95.9	4.854	4.313
112	2004	36	0	26	156.7	8.55	0.001	0.272	40.69	0	30	157.3	3.94	3.443
112	2004	36	100	30.98	156	7.59	0.001	0.276	47.98	0	37.18	159.5	2.852	2.282
112	2004	36	200	29.22	165.6	6.9	0	0.275	42.16	0	27.03	174.5	2.087	1.602
112	2004	36	300	26.72	170.4	6.245	0.001	0.273	40.04	0	25.86	179.7	1.889	1.285
112	2004	36	400	28.25	163.6	5.545	0	0.273	37.81	0	28.78	155.4	2.273	1.713
112	2004	36	500	28.4	161.1	4.983	0	0.271	47.57	0	34.09	171.7	0.495	-0.233
112	2004	36	600	31.07	164.2	4.362	0	0.279	45.16	0	26.33	156.3	-0.009	-0.332
112	2004	36	700	16.68	128.2	3.938	3.928	0.281	31.58	0	17.6	135.8	1.807	1.315
112	2004	36	800	24.63	156.5	3.794	85.2	0.271	39.57	0	30.74	166	1.177	0.673
112	2004	36	900	19.11	152.8	4.115	217	0.269	32.81	0	14.42	136.9	2.561	1.914
112	2004	36	1000	6.748	82.2	5.004	483.3	0.277	26.93	0	5.442	331.2	3.253	2.93
112	2004	36	1100	5.3	216.8	6.531	672.1	0.276	11.17	0	5.825	220.3	5.025	4.866
112	2004	36	1200	5.847	147.7	8.3	789	0.28	15.29	0	6.184	247.5	6.502	6.525
112	2004	36	1300	7.17	223.5	10.03	981	0.278	15.94	0	7.83	212.2	7.99	7.95
112	2004	36	1400	8.18	206.4	11.39	886	0.271	20.82	0	7.69	211.8	8.81	8.93
112	2004	36	1500	7.59	196.7	12.63	1020	0.273	17.93	0	6.621	191.6	9.75	9.71
112	2004	36	1600	6.892	122.4	13.7	921	0.262	18.64	0	6.47	101.8	10.33	10.46
112	2004	36	1700	10.42	174.2	14.57	804	0.286	28.17	0	9.84	127	9	9.6
112	2004	36	1800	9.81	183.8	15.03	632.2	0.265	22.29	0	6.364	184.6	10.24	10.07
112	2004	36	1900	9.63	356.7	15.19	248.3	0.276	19.4	0	7.37	335.1	10.13	10.18
112	2004	36	2000	8.89	349.1	14.85	106.1	0.284	14.17	0	8.73	2.696	9.21	9.02
112	2004	36	2100	7.61	334.6	13.87	35.38	0.284	11.7	0	6.753	325.5	7.89	7.48
112	2004	36	2200	8.24	318.9	12.63	1.579	0.281	15.58	0	10.47	309.4	7.89	7.61
112	2004	36	2300	16.28	316.1	11.28	0.006	0.281	25.52	0	19.59	293.5	8.26	7.95
112	2004	37	0	17.81	311	10.51	0.005	0.277	27.93	0	19.96	311.3	7.9	7.62
112	2004	37	100	17.65	314.6	9.87	0.001	0.277	26.87	0	14.34	309.5	7.5	7.25
112	2004	37	200	16.74	324.5	9.48	0	0.276	27.93	0	16.31	344.9	7.23	6.89
112	2004	37	300	16.09	326.7	8.81	0	0.28	29.81	0	19.94	306.7	6.612	6.332
112	2004	37	400	22.73	307.9	8.32	0.001	0.273	35.34	0	25.13	312.5	6.428	6.106
112	2004	37	500	21.59	312.8	7.91	0	0.287	35.05	0	23.88	315.7	6.164	5.887
112	2004	37	600	19.56	324.2	7.66	0	0.279	36.28	0	20.12	326.7	5.629	5.378
112	2004	37	700	21.22	324.5	7.27	1.713	0.278	37.75	0	22.22	348	5.129	4.736
112	2004	37	800	22.42	321.4	6.738	45.23	0.276	35.05	0	18.21	316.9	4.59	4.159
112	2004	37	900	19.37	309.2	6.703	154.8	0.28	31.69	0	17.05	305	4.944	4.528
112	2004	37	1000	22.73	301.8	6.82	164.1	0.279	33.93	0	27.08	296.2	4.432	4.007
112	2004	37	1100	26.89	301.3	6.693	322.5	0.269	44.98	0	33.25	295	3.738	3.166
112	2004	37	1200	25.18	301.2	6.917	202.6	0.269	41.45	0	24.49	308.3	4.778	4.293
112	2004	37	1300	21.97	316	6.846	95.3	0.275	43.69	0.781	22.97	320.4	3.667	3.208
112	2004	37	1400	24.4	323	6.734	90.3	0.253	55.39	1.563	25.87	310.5	3.816	3.447
112	2004	37	1500	20.29	340.5	6.812	65.41	0.28	51.16	3.031	18.86	331.2	4.134	3.631
112	2004	37	1600	20.53	345.2	6.695	61.29	0.278	61.92	1.25	12.14	291.9	3.808	3.429
112	2004	37	1700	26.46	343.2	6.587	43.1	0.273	76	3.781	26.18	355.3	4.429	3.857
112	2004	37	1800	30.96	342	6.538	50.33	0.256	75.7	1	33.9	346.5	4.503	4.195
112	2004	37	1900	29.63	347.4	6.664	31.55	-1	91.7	1.063	21.8	299.4	4.609	4.313
112	2004	37	2000	38.35	1.146	6.642	11.44	-1	98	0.531	55.8	4.367	4.314	3.992
112	2004	37	2100	48.38	359.6	6.656	2.547	-1	106.9	1.156	41.29	358.8	4.814	4.556
112	2004	37	2200	43.91	353.5	6.838	0.047	-1	96.4	1.125	36.53	333.9	5.596	5.409
112	2004	37	2300	32.15	344.7	7.11	0.005	-1	74.4	2.656	42.84	341	6.125	5.996
112	2004	38	0	28.65	345.3	7.43	0.003	-1	75.2	3	21.35	343.7	6.791	6.669
112	2004	38	100	21.76	7.19	7.73	0.002	-1	74.3	3.125	18.97	33.83	6.794	6.779
112	2004	38	200	18.63	178.3	7.93	0	-1	62.92	1.188	15.36	166.1	6.75	6.629
112	2004	38	300	17.31	180.6	7.96	0	-1	50.86	0.063	14.45	228.5	6.028	6.112
112	2004	38	400	16.7	322.4	7.94	0	-1	51.27	0	13.85	213.8	5.802	5.748
112	2004	38	500	19.29	3.181	7.73	0	0.256	56.21	0	37.14	8.18	5.297	5.224
112	2004	38	600	23.74	9.68	7.46	0.001	0.269	55.27	0	25.68	17.15	4.985	4.75
112	2004	38	700	18.32	12.05	7.21	0.165	0.265	53.51	0	19.25	44.42	4.587	4.281
112	2004	38	800	20.62	9.29	6.917	10.95	0.253	58.33	0	25.91	10.85	4.195	3.776
112	2004	38	900	19.09	350.7	6.728	118.9	0.269	43.81	0	13.49	350.1	3.981	3.567
112	2004	38	1000	21.72	5.225	6.807	293.6	0.273	45.86	0	21.04	8.71	3.221	2.899
112	2004	38	1100	14.77	357.5	6.842	166.2	0.275	39.4	0	12.46	4.033	3.256	3.106
112	2004	38	1200	12.42	359.9	6.72	162.8	0.274	31.69	0.188	11.14	11.66	2.382	2.078
112	2004	38	1300	12.15	337.7	6.58	229.3	0.275	37.22	0.25	10.28	256.2	3.015	2.609
112	2004	38	1400	15.77	357.9	6.652	353.7	0.278	41.51	0	17.53	17.13	3.117	3.049
112	2004	38	1500	13.89	12.81	7.11	660.5	0.269	41.93	0	10.59	351	4.332	3.808
112	2004	38	1600	12.11	1.435	7.56	419.3	0.276	33.16	0	13.67	2.925	3.716	3.366
112	2004	38	1700	8.83	62.75	7.84	223.9	0.27	29.93	0	12.02	2.169	3.203	2.926
112	2004	38	1800	8.76	8.28	7.96	213.8	0.281	31.46	0	7.47	29.86	3.541	3.159
112	2004	38	1900	9.25	358	7.77	133.3	0.278	27.4	0	8.51	176.7	3.067	2.662
112	2004	38	2000	9.92	307.1	7.26	88.7	0.276	27.58	0	10.94	297.7	2.483	2.034
112	2004	38	2100	7.97	330.3	6.7	27.45	0.28	15.88	0	7.12	347.7	2.028	1.598
112	2004	38	2200	11.46	341	5.826	1.181	0.275	27.7	0	17.73	347.5	1.456	0.91
112	2004	38	2300	10.16	333.6	5.328	0	0.275	22.87	0	6.741	200.7	1.182	0.644
112	2004	39	0	12.14	6.312	4.689	0	0.276	30.52	0.063	10.27	7.81	0.214	-0.235
112	2004	39	100	8.35	351.7	4.272	0	0.278	30.69	0	3.59	286.4	0.312	-0.159
112	2004	39	200	8.12	328.1	3.655	0	0.277	22.52	0	8.2	301.7	0.08	-0.413
112	2004	39	300	7.94	277.2	3.455	0	0.296	27.17	0.094	8.75	246.1	-0.416	-0.857
112	2004	39	400	6.29	341.1	3.126	0	0.279	27.46	0.156	7.14	357.1	-0.287	-0.773
112	2004	39	500	9.41	336.6	2.849	0	0.275	23.81	0.031	5.87	355.1	-0.529	-0.94
112	2004	39	600	13.96	329.8	2.152	0	0.253	35.81	0.031	23.21	319.2	-0.829	-1.177
112	2004	39	700	11.72	307	2.413	0.383	0.276	25.93	0	8.78	313	-0.656	-1.095
112	2004	39	800	11.36	332.9	2.226	18.59	0.277	20.93	0	11.12	348.7	-0.811	-1.213
112	2004	39	900	7.53	338.5	2.409	241.7	0.274	15.47	0	8.61	342.7	0.202	0.168
112	2004	39	1000	11.22	12.05	3.05	434.7	0.277	32.16	1.188	12.23	11.65	1.269	1.489
112	2004	39	1100	10.71	28.66	4.122	617	0.268	35.4	1.344	9.69	38.59	3.035	2.703
112	2004	39	1200	8.67	52.75	5.372	699.7	0.28	21.93	0	6.825	35.44	4.078	4.065
112	2004	39	1300	7.51	219.5	6.484	571.1	0.266	21.17	0	6.949	232.4	4.123	4.18
112	2004	39	1400	7.19	159.1	7.59	927	0.271	19.4	0	7.39	116	6.212	5.729
112	2004	39	1500	7.56	90.3	8.72	928	0.288	18.82	0	6.532	42.66	6.516	6.436
112	2004	39	1600	9.39	23.15	9.7	746	0.278	21.7	0	9.25	334.2	6.285	6.636
112	2004	39	1700	10.89	359.6	10.31	597.8	0.273	21.82	0	14.85	351.1	6.16	6.371
112	2004	39	1800	11.75	334.5	10.72	509.8	0.28	21.76	0	14.01	317.2	5.986	5.93
112	2004	39	1900	8.7	299.4	11.05	347.5	0.263	20.87	0	4.488	252.8	7.49	7.57
112	2004	39	2000	5.982	338	11.13	107.3	0.276	11	0	5.196	316.2	4.786	4.596
112	2004	39	2100	5.909	300.4	10.27	25.74	0.284	11.41	0	2.394	358.6	4.187	3.775
112	2004	39	2200	6.181	182.1	8.98	1.362	0.281	14.76	0	5.851	306.5	3.623	3.19
112	2004	39	2300	7.62	312.5	7.69	0.001	0.28	16.99	0	13.35	306.8	3.988	3.761
112	2004	40	0	12.26	313.3	6.961	0	0.281	21.11	0	8.1	312.7	4.266	3.958
112	2004	40	100	19.08	311.9	6.106	0	0.265	34.75	0	20.66	312.5	4.358	4.106
112	2004	40	200	25.08	309.6	5.604	0	-0.105	38.1	0	25.79	308.7	3.581	3.327
112	2004	40	300	28.95	309.6	5.074	0	0.268	43.63	0	27.28	317.2	2.503	2.218
112	2004	40	400	27.46	311.7	4.637	0	0.271	42.75	0	27.75	306.6	1.989	1.65
112	2004	40	500	21.53	307.8	4.502	0	0.279	40.81	0	15.51	327.9	0.996	0.539
112	2004	40	600	23.79	306.5	3.816	0	0.273	40.34	0	24.43	303.5	0.937	0.498
112	2004	40	700	18.3	320.2	3.407	0.768	0.277	39.22	0	29.96	305.1	0.73	0.367
112	2004	40	800	20.25	305	3.41	30.35	0.275	38.04	0	17.43	311.1	0.064	-0.435
112	2004	40	900	16.09	317.8	3.429	174.4	0.274	35.1	0.031	15.43	311.5	0.398	-0.046
112	2004	40	1000	15.44	320.4	3.963	498.9	0.274	34.16	0	18.94	301	1.399	0.971
112	2004	40	1100	15.81	337.7	4.991	681.2	0.272	47.75	0	21.65	19.16	1.246	1.038
112	2004	40	1200	26.31	359.7	5.525	638.5	0.271	67.33	0	30.24	339.4	1.536	1.193
112	2004	40	1300	34.01	342.8	5.889	785	0.266	70.9	0	36.11	337.6	2.278	2.155
112	2004	40	1400	28.89	340.7	6.373	756	0.278	61.45	0	25.5	353.3	2.939	2.745
112	2004	40	1500	26.88	342.9	6.76	538.2	0.28	64.97	0	32.67	327.6	3.366	3.358
112	2004	40	1600	24.41	326.6	6.428	156.2	0.263	52.86	0.438	24.84	332.2	2.474	2.081
112	2004	40	1700	30.18	317.4	6.083	74.1	-1	68.74	1.875	31.62	310.6	2.745	2.18
112	2004	40	1800	33.78	327.7	5.824	34.53	-1	79.7	2.125	30.2	332.4	3.685	3.464
112	2004	40	1900	40.02	312	6.006	14.55	-1	90.4	5.625	50.57	299.1	5.056	4.819
112	2004	40	2000	44.12	307.6	6.318	5.803	-1	86.3	12.66	44.98	316.3	5.872	5.423
112	2004	40	2100	63.63	315	6.806	2.668	-1	111	13.66	60.54	331	5.893	5.968
112	2004	40	2200	56.92	319.7	7.18	0.026	-1	106.7	16.19	49.58	328.7	6.43	6.228
112	2004	40	2300	54.63	308.4	7.49	0.012	-1	105.1	13.91	44.11	306.4	6.797	6.735
112	2004	41	0	41.28	317.8	7.82	0.003	-1	85.1	9.47	35.3	309.9	7.02	7.03
