	Year	Day	Hour/min	Wind Spd	Wind Dir	Air	Rad	Snow Depth	Wind Max	Rain	WS_60Av	WD_60Av	Air 2	Air 60Av
112	2004	133	700	28.44	123.7	6.656	0	0.155	55.8	2.781	28.44	122.8	5.079	4.897
112	2004	133	800	27.28	124.8	6.519	0.169	0.161	54.27	2.625	27.28	123.1	5.466	5.064
112	2004	133	900	22.51	113.5	6.416	16.87	0.165	53.92	2.219	22.51	108.2	5.539	5.097
112	2004	133	1000	26.08	111.6	6.431	79.3	0.147	62.86	1.25	26.08	107	5.848	5.468
112	2004	133	1100	32.3	118	6.593	152	0.152	59.27	1.094	32.3	115.9	6.434	5.821
112	2004	133	1200	31.41	114.2	6.804	105.6	0.137	64.33	0.688	31.41	111.6	5.765	5.743
112	2004	133	1300	33.62	117.7	7.01	102.5	0.128	70.7	0.438	33.62	114.2	5.922	5.993
112	2004	133	1400	32.37	114.1	7.16	98.9	0.129	77.9	0.188	32.37	108.7	6.057	5.919
112	2004	133	1500	38.11	109.3	7.27	97.6	0.117	97.1	0.063	38.11	103.8	6.123	6.224
112	2004	133	1600	45.82	114.1	7.31	56.12	0.111	102.8	0.031	45.82	110.6	6.398	6.264
112	2004	133	1700	48.02	113.2	7.25	18.44	0.102	96.3	0	48.02	109.8	5.562	5.764
112	2004	133	1800	39.23	112.8	7.03	2.106	0.095	80.7	0	39.23	107.6	5.328	5.229
112	2004	133	1900	38.8	112.3	6.835	0	0.092	88.7	0	38.8	105.4	5.702	5.414
112	2004	133	2000	37.33	114.5	6.744	0.001	0.082	81.9	0	37.33	110.7	5.591	5.595
112	2004	133	2100	29.81	110.3	6.614	0.001	0.076	79.4	0.031	29.81	103.6	5.235	5.156
112	2004	133	2200	32.93	117.9	6.496	0.002	0.087	99.8	0.063	32.93	112.3	5.52	5.255
112	2004	133	2300	33.74	120.6	6.449	0	0.068	93.9	0	33.74	118.3	5.782	5.585
112	2004	134	0	31.27	118.4	6.415	0	0.047	85	0.469	31.27	110.3	5.143	5.33
112	2004	134	100	32.86	114.8	6.319	0.001	0.05	88.5	0.188	32.86	109.7	5.952	5.397
112	2004	134	200	32.06	112.6	6.286	0.001	0.057	83.6	0.125	32.06	105.4	6.148	5.747
112	2004	134	300	18.92	110	6.338	0	0.062	64.97	0.031	18.92	98.3	5.062	5.45
112	2004	134	400	26.45	115.8	6.315	0	0.061	82.9	0	26.45	113.1	5.704	5.379
112	2004	134	500	22.63	119.6	6.373	0.001	0.048	63.62	0	22.63	117	5.823	5.562
112	2004	134	600	33.45	132.4	6.445	0	0.044	67.5	0	33.45	130.2	5.657	5.49
112	2004	134	700	18.31	107.6	6.431	0	0.043	56.86	0	18.31	92.9	4.801	4.955
112	2004	134	800	12.13	70.9	6.306	0.133	0.037	46.22	0	12.13	23.31	4.277	4.421
112	2004	134	900	18.51	103.1	6.182	22.43	0.034	52.45	0.375	18.51	93.2	3.804	3.802
112	2004	134	1000	21.44	107.1	6.044	86.6	0.041	54.98	0.75	21.44	102.6	3.735	3.541
112	2004	134	1100	12.76	130.2	6.065	119.2	0.024	35.93	0.219	12.76	133.9	5.08	4.372
112	2004	134	1200	9.06	164.7	6.183	114.9	0.025	23.34	0.094	9.06	169.5	4.714	4.421
112	2004	134	1300	13.15	159.1	6.292	134.7	0.033	33.34	0.125	13.15	161.8	4.268	4.107
112	2004	134	1400	9.76	245.9	6.373	111.6	0.028	28.4	0.063	9.76	242.5	5.056	4.552
112	2004	134	1500	11.03	305.6	6.554	152	0.02	31.69	0.031	11.03	306.9	5.148	5.281
112	2004	134	1600	5.961	250.3	6.733	104.8	0.026	17.29	0	5.961	257.5	5.291	4.89
112	2004	134	1700	7.19	163.4	6.836	54.2	0.026	15.99	0	7.19	171.7	4.475	4.882
112	2004	134	1800	8.29	152.4	6.681	4.178	0.025	15.58	0	8.29	154.1	4.122	4.058
112	2004	134	1900	15.71	128.3	6.414	0	0.015	24.76	0	15.71	128.6	3.967	3.743
112	2004	134	2000	16.15	127.7	6.115	0	0.015	21.46	0	16.15	127.4	3.931	3.747
112	2004	134	2100	16.08	135.6	5.93	0	0.016	20.7	0	16.08	135.5	4.079	3.889
112	2004	134	2200	15.07	125	5.741	0	0.011	24.4	0	15.07	123.6	4.805	4.157
112	2004	134	2300	16.52	133.6	5.7	0	0.01	25.23	0	16.52	132.7	4.798	4.785
112	2004	135	0	15.8	129.2	5.721	0	0.006	23.87	0	15.8	128.9	4.599	4.583
112	2004	135	100	18.64	148.2	5.716	0	0.005	30.28	0	18.64	145.5	4.129	3.982
112	2004	135	200	18.25	140.4	5.603	0	0.014	32.63	0	18.25	139.2	3.482	3.33
112	2004	135	300	17.63	126.9	5.486	0	0.004	24.34	0	17.63	126.4	3.386	3.241
112	2004	135	400	24.23	121.4	5.313	0	0.002	32.63	0	24.23	121.2	3.441	2.88
112	2004	135	500	23.26	117	5.184	0	0.007	34.34	0	23.26	116.1	2.956	2.907
112	2004	135	600	21.5	105.3	4.987	0	0	38.1	0	21.5	99.6	3.328	2.841
112	2004	135	700	12.47	93.4	4.811	0	0.008	31.64	0	12.47	76.4	3.068	2.902
112	2004	135	800	20.64	118.2	4.753	0.466	0.003	35.1	0	20.64	117.1	3.777	3.716
112	2004	135	900	19.63	118.5	4.816	48.81	0	29.34	0	19.63	117.8	4.054	3.492
112	2004	135	1000	21.34	148.2	5.274	224.1	0.011	39.04	0	21.34	145.9	4.474	3.958
112	2004	135	1100	24.23	119.6	6.059	278.2	-0.002	35.46	0	24.23	118.8	5.066	4.125
112	2004	135	1200	19.26	113.7	7.06	401.7	0	35.52	0	19.26	110.7	5.659	4.88
112	2004	135	1300	16.18	109.3	8.2	437.9	-0.001	29.05	0	16.18	106.2	5.44	5.029
112	2004	135	1400	9.43	116.8	9.51	419.5	0.01	30.05	0	9.43	113.7	5.799	5.319
112	2004	135	1500	8.62	124.2	10.7	345.7	0.003	20.05	0	8.62	118.8	5.352	5.131
112	2004	135	1600	11.06	131.3	11.43	231.4	0.007	19.58	0	11.06	130.9	5.097	5.046
112	2004	135	1700	13.75	132.6	11.51	98.8	-0.007	23.7	0	13.75	131.9	4.995	5.12
112	2004	135	1800	15.46	121.1	10.46	4.319	0.002	25.28	0	15.46	120.1	4.615	4.2
112	2004	135	1900	19.82	119.4	9.03	0	0.004	29.58	0	19.82	119.2	4.604	4.342
112	2004	135	2000	19.94	116.4	7.93	0	-0.001	29.22	0	19.94	114.8	4.708	4.579
112	2004	135	2100	21.22	117.7	7.21	0	-0.011	30.69	0	21.22	117.3	4.844	4.612
112	2004	135	2200	17.3	106.4	6.579	0	0.001	30.05	0	17.3	104	3.637	3.659
112	2004	135	2300	18.69	113.8	6.066	0	0.004	26.52	0	18.69	113.7	3.48	3.236
112	2004	136	0	21.31	124.4	5.594	0	0.007	30.75	0	21.31	124	2.838	2.996
112	2004	136	100	16.01	127.8	5.069	0	0.01	23.99	0	16.01	127.9	1.653	1.659
112	2004	136	200	16.22	129.4	4.588	0	0.002	25.11	0	16.22	129.4	2.817	1.881
112	2004	136	300	19.36	133.6	4.359	0	0.002	25.87	0	19.36	133.4	2.919	2.676
112	2004	136	400	18.83	141.9	4.222	0	0.001	30.34	0	18.83	139.9	3.509	2.691
112	2004	136	500	18.64	135.1	4.123	0	0.007	28.28	0	18.64	134.8	2.63	2.653
112	2004	136	600	21.89	136.9	3.975	0	0.003	28.58	0	21.89	136.7	2.864	2.528
112	2004	136	700	23.13	135.8	3.874	0	-0.007	31.05	0	23.13	135.7	2.934	2.647
112	2004	136	800	23.43	141.7	3.816	0.73	-0.009	32.58	0	23.43	141	2.93	2.993
112	2004	136	900	25.66	125.7	3.795	50.28	0.008	33.4	0	25.66	125.5	3.081	2.326
112	2004	136	1000	27.39	118	4.227	210	0.019	35.57	0	27.39	117.5	3.53	3.117
112	2004	136	1100	25.1	124.7	5.058	326.3	0.014	32.93	0	25.1	124.3	3.368	2.957
112	2004	136	1200	24.37	123	5.95	406.1	0	36.87	0	24.37	122.7	3.911	3.317
112	2004	136	1300	21.54	120.9	6.826	437.4	0.004	32.46	0	21.54	119.4	3.785	3.367
112	2004	136	1400	16.08	119	7.82	417.6	0.007	25.58	0	16.08	117.8	3.374	3.341
112	2004	136	1500	12.22	114.6	8.83	348	0.008	24.87	0	12.22	111.8	3.468	3.223
112	2004	136	1600	11.87	114.6	9.63	236.6	-0.336	23.52	0	11.87	112.3	3.16	3.362
112	2004	136	1700	15.38	117.1	9.86	98.2	0.008	26.58	0	15.38	116.2	2.935	3.012
112	2004	136	1800	17.9	137	8.88	4.308	0.012	25.58	0	17.9	136.1	2.225	2.113
112	2004	136	1900	18.76	135	7.41	0	0.01	25.05	0	18.76	135.2	2.22	1.962
112	2004	136	2000	18.29	134.9	6.247	0	0.014	25.87	0	18.29	135	2.201	1.779
112	2004	136	2100	15.74	143	5.463	0	0.013	21.58	0	15.74	142.9	2.079	1.928
112	2004	136	2200	15.16	147.9	4.877	0	0.014	20.82	0	15.16	147.8	1.931	1.793
112	2004	136	2300	11.11	161.5	4.45	0	0.013	15.05	0	11.11	161.1	2.932	2.502
112	2004	137	0	10.01	156.2	4.187	0	0.026	13.52	0	10.01	156.1	2.555	2.654
112	2004	137	100	6.704	170.1	3.931	0	0.07	11.94	0	6.704	170.5	2.055	2.564
112	2004	137	200	4.538	259.8	3.613	0.001	0.015	11.58	0	4.538	239.8	2.602	2.28
112	2004	137	300	5.791	286.7	3.435	0	0.057	10.41	0	5.791	284.9	1.762	2.379
112	2004	137	400	2.804	202	3.189	0.001	0.033	8.12	0	2.804	206.1	1.485	1.759
112	2004	137	500	2.591	158.1	2.884	0.003	0.071	7.47	0	2.591	155.9	1.11	1.354
112	2004	137	600	3.646	212.6	2.692	0.001	0.025	9.23	0	3.646	214.5	0.952	1.378
112	2004	137	700	2.273	203.5	2.442	0.002	0.042	6.88	0	2.273	209.7	0.833	1.015
112	2004	137	800	6.091	172.7	2.255	0.637	0.026	9.59	0	6.091	174.6	1.416	1.415
112	2004	137	900	4.138	169.5	2.266	48.33	0.012	10.35	0	4.138	175.2	2.452	1.664
112	2004	137	1000	6.743	110	3.107	208	0.008	12.7	0	6.743	107.9	4.223	3.564
112	2004	137	1100	5.239	110.4	4.756	325.2	-0.338	12.64	0	5.239	103	5.072	4.956
112	2004	137	1200	5.595	82.2	6.653	405.2	0.011	13.64	0	5.595	64.17	5.324	5.308
112	2004	137	1300	5.875	41.1	8.4	435.4	0.009	11.29	0	5.875	41.64	5.247	5.025
112	2004	137	1400	6.518	29.02	9.86	413.6	0.025	14	0	6.518	33.01	4.569	4.558
112	2004	137	1500	6.162	25.56	10.93	342.1	0.049	12.53	0	6.162	29.63	4.344	4.089
112	2004	137	1600	3.636	81.2	11.8	232.3	0.031	6.763	0	3.636	83.5	4.376	4.696
112	2004	137	1700	3.066	130.4	12.25	94.7	0.024	8.64	0	3.066	130	3.643	4.677
112	2004	137	1800	4.242	160.9	11.37	3.822	0.022	7.29	0	4.242	158.6	2.549	2.418
112	2004	137	1900	10.27	164.7	9.66	0	0.016	14.17	0	10.27	164	3.381	2.886
112	2004	137	2000	8.05	135	8.25	0	0.013	11.64	0	8.05	134.7	2.543	2.619
112	2004	137	2100	5.702	149.1	7.1	0	0.008	10.88	0	5.702	149.2	2.504	2.402
112	2004	137	2200	8.47	166	6.343	0	0.014	10.88	0	8.47	165.7	2.673	2.514
112	2004	137	2300	2.067	163.8	5.647	0	0.035	8.35	0	2.067	164.4	0.902	1.783
112	2004	138	0	2.562	280.3	5.026	0	0.034	6.351	0	2.562	275.2	0.683	1.38
112	2004	138	100	1.485	212	4.495	0	0.04	5.234	0	1.485	217.9	0.922	0.887
112	2004	138	200	2.459	201.1	4.031	0.001	0.025	4.822	0	2.459	201.2	0.743	0.919
112	2004	138	300	0.436	201	3.64	0	0.015	2.941	0	0.436	201	-0.327	0.291
112	2004	138	400	0.343	201.5	3.25	0.002	0.036	3.117	0	0.343	201.5	-0.518	-0.015
112	2004	138	500	0.501	200.9	2.931	0.001	0.035	3.705	0	0.501	200.9	-0.116	0.038
112	2004	138	600	4.615	173.8	2.77	0.002	0.036	7.41	0	4.615	177.8	1.305	1.158
112	2004	138	700	3.281	164.8	2.558	0.003	0.034	7.53	0	3.281	167.3	0.549	0.906
112	2004	138	800	0.959	152.3	2.362	0.739	0.033	4.94	0	0.959	152.3	-0.245	0.051
112	2004	138	900	4.359	157.8	2.448	50.66	0.004	8.35	0	4.359	157.5	2.416	1.583
112	2004	138	1000	3.582	4.705	3.418	205.2	0.017	8.41	0	3.582	3.662	3.466	3.51
112	2004	138	1100	5.963	4.923	5.101	329.2	-0.002	11.29	0	5.963	5.814	4.088	4.145
112	2004	138	1200	8.06	9.98	6.938	400	0.009	17.46	0	8.06	12.99	4.363	4.16
112	2004	138	1300	9.26	2.899	8.4	398.3	0.02	18.23	0	9.26	4.901	4.485	3.95
112	2004	138	1400	11.4	351.7	9.67	431.1	0.011	18.88	0	11.4	351.4	4.193	4.054
112	2004	138	1500	10.48	346.6	10.77	355.9	0.011	14.82	0	10.48	346.8	4.297	3.912
112	2004	138	1600	10.84	333.7	11.02	125.7	0.01	14.76	0	10.84	334	3.704	3.341
112	2004	138	1700	7.96	334	10.68	55.7	0.016	12.05	0	7.96	333.9	3.525	3.283
112	2004	138	1800	4.329	350.9	9.58	5.12	0.015	9.82	0	4.329	353.2	2.607	2.334
112	2004	138	1900	3.193	163.4	8.32	0	0.002	6.351	0	3.193	159.7	1.953	1.606
112	2004	138	2000	6.441	168.2	7.26	0	0.01	10.88	0	6.441	169	2.399	1.705
112	2004	138	2100	7.8	164.1	6.539	0	0.007	10.41	0	7.8	163.9	2.409	2.129
112	2004	138	2200	5.461	161.8	5.988	0	0.016	8.76	0	5.461	161	1.934	1.956
112	2004	138	2300	2.876	200.5	5.454	0	0.003	6.586	0	2.876	188.8	1.449	1.408
112	2004	139	0	3.545	282.2	5.094	0	-0.004	5.822	0	3.545	282.2	1.253	1.46
112	2004	139	100	0.966	218.4	4.692	0	0.015	4.234	0	0.966	219.4	1.218	1.209
112	2004	139	200	0.979	213.6	4.387	0	0.003	3.705	0	0.979	213.6	1.064	0.766
112	2004	139	300	1.587	241.2	4.12	0	0.005	6.057	0	1.587	239	1.594	1.201
112	2004	139	400	1.429	237.6	3.906	0	0.006	6.528	0	1.429	239.4	1.294	1.447
112	2004	139	500	3.474	162.3	3.709	0	-0.01	6.939	0	3.474	161.4	1.472	1.414
112	2004	139	600	3.906	247.4	3.522	0	-0.008	10.11	0	3.906	245.1	1.546	1.406
112	2004	139	700	3.466	179.5	3.506	0	0.004	7.82	0	3.466	169.9	1.413	1.386
112	2004	139	800	2.429	195.1	3.297	0.518	-0.002	6.763	0	2.429	196.1	0.801	0.94
112	2004	139	900	3.479	192.3	3.266	48.02	-0.002	6.88	0	3.479	192.6	2.267	1.486
112	2004	139	1000	2.969	275.7	3.993	197.6	-0.001	8.94	0	2.969	263.8	3.76	3.726
112	2004	139	1100	5.93	42.97	5.474	345.9	0.001	15.35	0	5.93	47.88	4.301	3.996
112	2004	139	1200	6.177	52.06	7.07	384.7	-0.003	13.17	0	6.177	53.88	5.035	4.097
112	2004	139	1300	7.57	10.6	8.55	407.4	0.019	13.58	0	7.57	12.03	4.686	4.085
112	2004	139	1400	7.34	39.19	9.97	435	0.005	12.82	0	7.34	41.62	4.422	4.069
112	2004	139	1500	4.591	135.6	11.04	209.3	0.012	9.06	0	4.591	129.4	3.377	3.588
112	2004	139	1600	3.495	51.84	11.31	115.9	-0.34	6.998	0	3.495	53.5	3.222	3.097
112	2004	139	1700	3.076	37.42	10.97	48.91	-0.005	6.704	0	3.076	38.26	2.912	2.582
112	2004	139	1800	2.662	92.5	9.87	5.929	0	5.352	0	2.662	87.1	1.675	1.554
112	2004	139	1900	3.717	17.37	8.74	0	-0.002	7.29	0	3.717	23.57	1.952	1.185
112	2004	139	2000	3.714	35.74	7.82	0	0	6.704	0	3.714	35.42	1.209	0.948
112	2004	139	2100	4.835	2.169	6.936	0	-0.002	9.59	0	4.835	20.24	1.141	0.45
112	2004	139	2200	7.49	335.7	6.288	0	-0.002	11.94	0	7.49	337.2	1.21	0.415
112	2004	139	2300	9.57	336.3	5.832	0	-0.005	16.11	0	9.57	338.3	0.917	0.284
112	2004	140	0	12.32	311.9	5.21	0	-0.011	24.76	0.031	12.32	313.6	0.771	0.179
112	2004	140	100	7.86	321.1	4.896	0	-0.002	12.82	0	7.86	323.5	0.312	-0.041
112	2004	140	200	9.97	309.1	4.503	0	-0.004	19.88	0	9.97	311.9	0.133	-0.354
112	2004	140	300	13.71	304.2	4.127	0	-0.013	24.58	0	13.71	308.1	-0.171	-0.644
112	2004	140	400	13.63	330.2	3.853	0	0.004	26.58	0	13.63	331.2	-0.479	-0.953
112	2004	140	500	15.46	312.8	3.313	0	0	27.23	0	15.46	314.2	-0.512	-1.039
112	2004	140	600	20.73	313	2.974	0.002	-0.014	32.69	0	20.73	314	-0.208	-0.753
112	2004	140	700	17.46	309.8	2.691	0.001	-0.008	26.81	0	17.46	310.3	-0.613	-0.885
112	2004	140	800	17.82	315.3	2.4	0.452	-0.005	35.05	0	17.82	315.6	-0.498	-0.96
112	2004	140	900	17.87	317.9	2.434	41.17	-0.005	30.4	0	17.87	317.9	0.041	-0.737
112	2004	140	1000	16.32	320.7	3.163	216.6	0.003	35.75	0.031	16.32	322.2	0.883	0.228
112	2004	140	1100	15.28	325.8	3.921	268.1	0.003	29.87	0.031	15.28	326.7	0.743	0.435
112	2004	140	1200	18.53	327.7	4.717	342	0.015	32.16	0	18.53	328.4	1.15	0.468
112	2004	140	1300	23.33	320.7	5.575	423	0	37.34	0	23.33	321.5	1.409	0.844
112	2004	140	1400	19.63	319	6.427	359.8	0.013	31.34	0	19.63	319.6	1.397	1.019
112	2004	140	1500	17.91	314.8	6.781	216	0.002	28.93	0	17.91	315.4	1.347	0.782
112	2004	140	1600	16.16	326.6	7.21	218.2	0.019	24.93	0	16.16	327.8	1.778	1.114
112	2004	140	1700	19.05	321.5	6.809	66.01	0.005	32.52	0	19.05	324.1	0.912	0.986
112	2004	140	1800	18.56	315.4	6.054	2.229	-0.015	35.4	0	18.56	319.3	0.285	-0.1
112	2004	140	1900	16.76	329.6	5.182	0	-0.016	41.57	0	16.76	339	0.73	-0.179
112	2004	140	2000	22.86	317.7	4.635	0	0.002	42.4	0	22.86	319.3	1.076	0.331
112	2004	140	2100	20.03	319	4.374	0	0.007	41.69	0	20.03	321.8	0.653	0.265
112	2004	140	2200	18.15	323.2	3.963	0	-0.006	38.75	0	18.15	326.4	0.82	0.048
112	2004	140	2300	25.55	313.2	3.501	0.001	0.004	35.87	0	25.55	313.4	0.862	0.394
112	2004	141	0	26.79	314.2	3.244	0.001	0.006	40.93	0	26.79	314.4	0.759	0.222
112	2004	141	100	24.07	316.6	3.192	0	-0.001	40.16	0	24.07	319.6	0.87	0.309
112	2004	141	200	25.61	311.7	3.204	0.001	0.001	39.75	0	25.61	312.7	1.393	0.795
112	2004	141	300	24.12	308.2	3.296	0	-0.019	40.04	0	24.12	309	1.126	0.796
112	2004	141	400	29.39	306.8	3.25	0	-0.002	45.34	0	29.39	307.5	1.2	0.946
112	2004	141	500	28.27	310.7	3.192	0.001	0.001	41.69	0	28.27	311.5	1.104	0.81
112	2004	141	600	21.11	326	3.336	0	-0.001	43.45	0	21.11	330.9	0.823	0.622
112	2004	141	700	15.46	339.1	3.291	0.001	-0.005	51.69	0	15.46	343.4	0.488	0.253
112	2004	141	800	23.46	324.2	3.129	0.055	-0.036	51.39	0	23.46	331.1	0.936	0.473
112	2004	141	900	24.01	317	3.224	4.061	0.001	59.09	0.344	24.01	323.8	1.08	0.602
112	2004	141	1000	26.82	326.9	3.107	15.97	-0.03	62.68	0.344	26.82	329.9	0.774	0.626
112	2004	141	1100	31.07	325.3	3.002	63	-0.046	82	0.219	31.07	328.7	1.466	0.972
112	2004	141	1200	36.53	313.7	3.013	50.01	-0.062	76.3	1.031	36.53	315.7	0.931	0.807
112	2004	141	1300	38.5	313.5	2.983	47.31	-0.05	72.5	0.594	38.5	319.4	0.732	0.479
112	2004	141	1400	33.41	302.2	2.898	43.14	-0.021	70.2	0.938	33.41	304.5	0.674	0.579
112	2004	141	1500	36.95	302.5	2.817	42.27	-0.04	81.2	1.938	36.95	305	1.437	0.929
112	2004	141	1600	37.78	316	2.809	18.43	-0.033	80.8	3.563	37.78	319.5	1.63	1.365
112	2004	141	1700	31.98	329.1	2.818	8.09	-0.026	72	5.125	31.98	330.4	1.864	1.603
112	2004	141	1800	38.45	314.8	2.85	0.455	-0.011	84.2	5.719	38.45	316.4	1.984	1.806
112	2004	141	1900	32.25	310.1	2.883	0.015	-0.018	62.92	5.219	32.25	311.9	2.473	1.967
112	2004	141	2000	26.97	307.2	2.983	0.012	-0.043	61.8	4.125	26.97	311.9	2.363	2.27
112	2004	141	2100	29.13	302.6	3.094	0.012	-0.373	65.39	5.125	29.13	308.2	2.771	2.41
112	2004	141	2200	30.3	304.2	3.339	0.01	-0.04	73.7	3.813	30.3	306.1	2.635	2.602
112	2004	141	2300	38.38	309	3.629	0.014	-0.05	75.5	4.156	38.38	310	2.857	2.783
112	2004	142	0	34.07	308.6	3.921	0.007	-0.029	78.1	2.938	34.07	310.3	2.811	2.84
112	2004	142	100	29.21	318.2	4.139	0.003	-0.044	60.21	3.031	29.21	321.6	2.954	2.948
112	2004	142	200	21.14	329.2	4.274	0.001	-0.026	63.92	2.375	21.14	336.1	2.954	2.838
112	2004	142	300	23.89	345.9	4.34	0.003	-0.009	62.51	3	23.89	349.9	2.786	2.77
112	2004	142	400	30.09	325.2	4.34	0.005	-0.038	81.9	2.75	30.09	329.5	3.071	2.742
112	2004	142	500	29.8	347.5	4.411	0.002	-0.021	68.27	2.75	29.8	347.6	2.87	2.794
112	2004	142	600	28.98	345.8	4.351	0.002	-0.05	69.03	1.25	28.98	350.8	2.276	2.354
112	2004	142	700	24.65	347.5	4.159	0.001	-0.023	58.92	0.781	24.65	349.7	1.615	1.616
112	2004	142	800	32.78	322.5	3.62	0.099	-0.035	68.86	0.125	32.78	326.1	0.729	0.759
112	2004	142	900	27.55	322.6	3.142	11.19	-0.008	57.15	0	27.55	325	0.153	-0.032
112	2004	142	1000	34.08	309.7	2.745	59.94	0.005	61.15	0	34.08	313.7	0.381	0.331
112	2004	142	1100	20.48	345.1	2.671	70.1	-0.012	50.63	0	20.48	350.2	-0.693	-0.471
112	2004	142	1200	24.25	307.2	2.425	66.75	-0.033	41.87	0	24.25	308.7	-0.949	-1.04
112	2004	142	1300	32.18	304.2	2.276	109.2	-0.014	45.86	0	32.18	304.6	-1.062	-1.224
112	2004	142	1400	17.76	309.9	2.148	80.4	-0.009	40.22	0	17.76	312.3	-1.385	-1.585
112	2004	142	1500	9.77	319.1	2.148	63.96	0.004	13.58	0	9.77	319.4	-0.7	-1.583
112	2004	142	1600	2.831	331.6	2.04	24.45	0.02	7.41	0	2.831	332.8	-0.985	-1.469
112	2004	142	1700	2.021	82.1	1.949	10.19	0.047	7.76	0	2.021	59.98	-1.678	-1.773
112	2004	142	1800	2.099	298.9	1.79	3.447	0.038	9.17	0	2.099	309.5	-1.829	-2.131
112	2004	142	1900	4.584	242.3	1.416	0.002	0.03	10.41	0	4.584	239.7	-2.135	-2.209
112	2004	142	2000	10.73	161.5	1.128	0.004	0.028	16.52	0	10.73	162	-1.456	-1.772
112	2004	142	2100	13.64	153.7	1	0.008	0.032	18.99	0	13.64	152.3	-1.356	-1.301
112	2004	142	2200	10.32	154.4	0.993	0.008	0.042	17.11	0	10.32	154.8	-0.721	-0.56
112	2004	142	2300	13.01	152.6	1.051	0.005	0.036	25.23	0	13.01	151.8	-0.784	-0.2
112	2004	143	0	17.17	146.7	1.017	0.007	0.021	27.87	0	17.17	143.5	-1.094	-0.969
112	2004	143	100	21.08	127.4	0.976	0.013	0.042	36.46	0	21.08	124.2	-1.101	-1.255
112	2004	143	200	24.7	129.2	0.972	0.013	0.037	39.4	0	24.7	127.2	-0.623	-1.105
112	2004	143	300	28.63	121.9	1.014	0.016	0.043	41.63	0	28.63	121.1	-1.108	-1.139
112	2004	143	400	29.05	119.2	1.005	0.011	0.045	40.28	0	29.05	119.1	-0.895	-1.087
112	2004	143	500	27.26	119.2	1.035	0.008	0.039	38.46	0	27.26	117.9	-0.927	-1.018
112	2004	143	600	32.21	127.2	1.034	0.016	0.039	48.63	0	32.21	127.1	-0.932	-1.197
112	2004	143	700	36.63	121.8	1.022	0.019	0.035	52.33	0	36.63	121.2	-1.058	-1.136
112	2004	143	800	41.05	126.1	0.992	0.196	0.003	66.21	0	41.05	124.9	-0.428	-0.706
112	2004	143	900	35.87	123.7	1.048	18.2	0.001	52.57	0	35.87	122.9	0.029	-0.197
112	2004	143	1000	31.06	132.8	1.371	187.3	-0.001	52.86	0	31.06	131.9	0.344	0.362
112	2004	143	1100	21.53	118.2	1.838	204.6	0.002	50.1	0	21.53	112.6	0.845	0.689
112	2004	143	1200	22.41	116.9	2.356	198.5	-0.006	49.28	0.281	22.41	111	0.916	0.894
112	2004	143	1300	32.24	126.2	2.767	199.9	-0.013	52.51	0.406	32.24	125.9	0.809	0.841
112	2004	143	1500	18.86	110.8	4.289	311.3	0.004	48.45	2.594	18.86	101.4	1.951	1.415
112	2004	143	1600	13.88	107.6	5.108	158.4	-0.006	39.63	0.656	13.88	100.2	0.941	1.31
112	2004	143	1700	19.6	110.7	5.537	80.7	-0.018	41.87	0.219	19.6	108.8	0.968	1.181
112	2004	143	1800	11.05	94.5	5.091	4.368	-0.013	26.05	0.031	11.05	84.1	0.714	0.636
112	2004	143	1900	20.57	121	4.321	0	-0.016	36.28	0	20.57	119.4	0.695	0.492
112	2004	143	2000	26.48	127.1	3.713	0	-0.016	39.46	0	26.48	127.1	0.811	0.481
112	2004	143	2100	19.1	141.6	3.26	0	-0.008	28.81	0	19.1	140.9	1.877	1.221
112	2004	143	2200	20.84	146.8	3.153	0	-0.002	30.81	0	20.84	146.1	3.489	2.79
112	2004	143	2300	20.46	146.4	3.307	0	-0.001	27.11	0	20.46	146.1	4.164	4.119
112	2004	144	0	16.92	155.8	3.55	0	0.006	22.87	0	16.92	155.7	4.677	4.441
112	2004	144	100	15.52	158.6	3.85	0	0.006	20.23	0	15.52	159.2	4.43	4.749
112	2004	144	200	6.915	179	3.987	0	0.018	14.7	0	6.915	188.5	4.407	4.905
112	2004	144	300	8.6	272.3	4.165	0	0.017	19.46	0	8.6	273.1	5.345	5.898
112	2004	144	400	5.547	215.5	4.262	0	0.01	11.7	0	5.547	215.4	4.884	5.2
112	2004	144	500	8.39	177.8	4.273	0	0.004	16.11	0	8.39	176.3	5.392	5.563
112	2004	144	600	10.31	187.7	4.353	0	-0.004	20.17	0	10.31	189	5.261	5.514
112	2004	144	700	10.16	182.9	4.445	0	0.006	18.17	0	10.16	181	4.753	5.441
112	2004	144	800	14.17	147.4	4.549	0.192	0	22.87	0	14.17	148	5.311	5.406
112	2004	144	900	18.7	148.3	4.729	22.02	0.005	35.93	0.031	18.7	146.3	5.807	5.632
112	2004	144	1000	19.26	136.3	5.518	177.3	0.006	39.69	0.094	19.26	135.1	6.753	6.298
112	2004	144	1100	13.66	114.6	6.858	291.5	0.002	35.1	0.031	13.66	111.2	7.52	7.11
112	2004	144	1200	11.25	120.1	8.43	363.8	0.005	24.23	0	11.25	115.9	8.83	7.73
112	2004	144	1300	9.08	163.5	10.06	403.6	0.012	19.11	0	9.08	159.7	8.31	8.07
112	2004	144	1400	5.705	176.8	11.66	385.2	0.01	11.06	0	5.705	178.3	8.85	8.38
